순위,키워드,최대 TF-IDF,평균 TF-IDF,편차
105,문야,0.6694736003964704,0.0009593779422466227,0.6685142224542238
106,라벨라,0.667575742840852,0.000577487666817346,0.6669982551740347
107,오리,0.6691459032801611,0.0024177356417127956,0.6667281676384483
108,땅콩,0.6668881972636087,0.000576892904207274,0.6663113043594014
109,청도,0.6678453881093782,0.0015821727280148083,0.6662632153813633
110,수성,0.6801949963692743,0.0175116393923368,0.6626833569769375
111,즉흥,0.664491135658955,0.0019439817675641615,0.6625471538913908
112,걸리버,0.6659242582724751,0.003827110935806383,0.6620971473366688
113,뮤지컬,0.662030672912213,0.0010231879222895787,0.6610074849899233
114,삼덕동,0.6616969945120336,0.0016911009436323865,0.6600058935684012
115,대프,0.6601241394467458,0.0007468640612135554,0.6593772753855321
116,리카,0.6601241394467458,0.0007468640612135554,0.6593772753855321
117,시장,0.6668539199533443,0.008367638203423488,0.6584862817499209
118,돈가스,0.6593733668027945,0.0013810319843837711,0.6579923348184107
119,경산,0.6596116761813422,0.0019913218159770185,0.6576203543653651
120,낙원,0.6573575627375197,0.0005686484106725948,0.656788914326847
121,공구,0.6571627283227996,0.001497042575802072,0.6556656857469976
122,무침,0.6576888898465767,0.002760099670132497,0.6549287901764442
123,본점,0.6590575046382926,0.004406973815891968,0.6546505308224007
124,산지,0.6548266650523331,0.000566459052813437,0.6542602059995197
125,유니,0.654512830759819,0.000731634201149681,0.6537811965586694
126,경북,0.6540691749115111,0.0022728113529070443,0.651796363558604
127,이야기,0.6557476745157743,0.004695900889878411,0.651051773625896
128,게스트,0.6521885328032964,0.0012063693504909673,0.6509821634528054
129,아마레,0.6507245307114735,0.0005629104936950463,0.6501616202177785
130,미술관,0.6547450363588062,0.0058139901478667455,0.6489310462109394
131,케이블카,0.6522175772638088,0.004464882257826667,0.6477526950059821
132,칼국수,0.6467650351044352,0.0037472236708730334,0.6430178114335622
133,비빔밥,0.645233222275834,0.002641232390423554,0.6425919898854104
134,자전거,0.6436964837052577,0.0011604515505587998,0.6425360321546989
135,일정,0.6471661256022624,0.005638178040868349,0.6415279475613941
136,리안,0.6436569391408413,0.002194152752456304,0.641462786388385
137,뒤쪽,0.6408556262113886,0.0005543733790755957,0.640301252832313
138,비지터,0.640915998591552,0.0010852301452476383,0.6398307684463044
139,토요코인,0.6415947765244321,0.0022693557037296035,0.6393254208207024
140,젊음,0.6399541200648748,0.0009177165453068151,0.639036403519568
141,소베,0.6395822090173848,0.0010352032761546017,0.6385470057412302
142,페라리,0.6380627372835131,0.0005519573851933505,0.6375107798983198
143,클럽,0.6392672041644973,0.00227498215442877,0.6369922220100686
144,김밥,0.641197520219953,0.004602256182785525,0.6365952640371675
145,몽디,0.637028434742687,0.0006652253192348628,0.6363632094234521
146,고개,0.6371601188348746,0.0011986315910749732,0.6359614872437995
147,첫날,0.6374176624885155,0.0015161627323975117,0.635901499756118
148,주년,0.6368024663896086,0.0016022351502703338,0.6352002312393382
149,계곡,0.6352826716732567,0.001240904929582288,0.6340417667436744
150,시내,0.6364668388729121,0.004934368009590645,0.6315324708633214
151,생일,0.6339706980881644,0.0029217893687225275,0.6310489087194419
152,갈비,0.6343422814234089,0.004938246260061666,0.6294040351633472
153,동대구역,0.6378414823902476,0.008479720985318375,0.6293617614049293
154,화원,0.630700107239484,0.0015924648263780869,0.6291076424131059
155,마켓,0.6286123153553618,0.0008570330159057471,0.627755282339456
156,녹양,0.6294244191628864,0.0017278206646923534,0.627696598498194
157,고영희,0.6261045403179297,0.0005416129241504582,0.6255629273937793
158,중식,0.6266846832536004,0.0012381710659488618,0.6254465121876516
159,짬뽕,0.6247585826410814,0.0010227345570506087,0.6237358480840308
160,절제,0.6242113147584929,0.000539975185777243,0.6236713395727157
161,복숭아,0.6236279040556518,0.0010236835497717664,0.62260422050588
162,거송,0.6233826510854048,0.0008334720973026879,0.6225491789881021
163,타워,0.6241672951734292,0.0022400707862069978,0.6219272243872221
164,동성,0.6377802523530943,0.015910865213193445,0.6218693871399009
165,석굴암,0.6226319349804502,0.0009279796509136455,0.6217039553295366
166,홀리데이,0.6227828325009594,0.0011846762707894757,0.62159815623017
167,히로,0.6222465913479878,0.0008474731070719395,0.6213991182409159
168,삼성,0.6250095433797745,0.0038258371544383184,0.6211837062253363
169,서면,0.6220103580579266,0.0009047624933855981,0.621105595564541
170,회화,0.6214607072103463,0.0005375957674829986,0.6209231114428633
171,개개,0.6210885857123811,0.000537273863072994,0.6205513118493081
172,플레이,0.6209878104988722,0.0006622444728413109,0.6203255660260308
173,고속버스,0.6211666333574927,0.0008952609361665214,0.6202713724213261
174,교촌,0.6188748720722776,0.0005353588858756727,0.618339513186402
175,분지,0.6174273868144233,0.0007291522244022151,0.6166982345900212
176,왕거미,0.6186874887088615,0.0023079253362430162,0.6163795633726185
177,당고,0.6163522310998365,0.0005331766705015887,0.6158190544293349
178,렌트,0.6166344598595952,0.0008343480698151649,0.61580011178978
179,클래스,0.6163390025377441,0.0011985864824125684,0.6151404160553315
180,판매,0.6170263672946398,0.001990125079482129,0.6150362422151576
181,간송,0.6186403484525866,0.004128997643532889,0.6145113508090537
182,무궁화호,0.6147895666393345,0.0005318248846361025,0.6142577417546984
183,팥빙수,0.6157114432153524,0.0014957601562274557,0.614215683059125
184,유타,0.6142260660528659,0.0005313374273813718,0.6136947286254846
185,리버틴,0.6139816534565076,0.0009977497090927741,0.6129839037474148
186,동인,0.6133985971378741,0.0005306216238216905,0.6128679755140525
187,정보통,0.6119520307076785,0.0005293702687782686,0.6114226604389001
188,카츠,0.6130618284545135,0.0018518578544057176,0.6112099706001078
189,소원,0.6129409206142384,0.002087376742394169,0.6108535438718443
190,구공탄,0.6149338189810293,0.004338642540978716,0.6105951764400506
191,특산,0.6100181486900855,0.0005276973604585515,0.609490451329627
192,코타,0.6098456801260692,0.0005275481661990219,0.6093181319598702
193,빠다,0.6084666356326978,0.0007473639152449762,0.6077192717174528
194,광역시,0.6096400912998835,0.0021836381687791815,0.6074564531311043
195,트립,0.6086546549612821,0.0024445124500000488,0.606210142511282
196,추억,0.6119636854470566,0.006004355662294434,0.6059593297847622
197,호텔,0.6336868485839835,0.027853908936575942,0.6058329396474076
198,글램,0.6065244723791846,0.0009500667582526338,0.605574405620932
199,샌드,0.6057881444272708,0.0005240381872208225,0.60526410624005
200,평양냉면,0.6034785632638946,0.0005220402796400472,0.6029565229842545
201,우카이,0.6027950913818743,0.0007075748416937143,0.6020875165401806
202,동구,0.6042640719182785,0.0030446624750786644,0.6012194094431998
203,가을,0.6080109492782833,0.007090063884922339,0.6009208853933609
204,구스,0.601399715386266,0.0005202419683272198,0.6008794734179388
205,껍데기,0.6004622765642793,0.0006603905603119326,0.5998018860039673
206,백화점,0.6044333630708152,0.005513849223761703,0.5989195138470534
207,물비늘,0.5984909496784753,0.001156130202917861,0.5973348194755574
208,모당,0.5979152954669672,0.0006967066595515393,0.5972185888074156
209,벚꽃,0.5983779607216295,0.0019077620414193353,0.5964701986802102
210,로점,0.5992064130278513,0.00304762872217873,0.5961587843056726
211,금호,0.5951143883058277,0.0005148048341745915,0.5945995834716532
212,매력,0.5983470080564559,0.004371410149700901,0.593975597906755
213,칠성,0.5952325918971452,0.0014724718806470802,0.5937601200164981
214,뉴욕,0.5942468121997674,0.0007129305754552626,0.5935338816243121
215,관광,0.5997444853991527,0.00621779132241103,0.5935266940767416
216,엄마,0.595609588121496,0.0030353941723317525,0.5925741939491642
217,박물관,0.5951480053088167,0.0025932722707878567,0.5925547330380289
218,서비스,0.5960910160143138,0.003653137702270526,0.5924378783120433
219,맛집,0.6365912193419727,0.044398654437720515,0.5921925649042522
220,이스턴,0.5944502537685254,0.002426175712623805,0.5920240780559016
221,커쳐,0.5924543822103064,0.0009210923146563417,0.5915332898956501
222,캐리,0.5924543822103064,0.0009210923146563417,0.5915332898956501
223,렌터카,0.5916604417924911,0.000511816991169975,0.5911486248013211
224,돔베,0.5911502793836666,0.0005113756742073241,0.5906389037094593
225,호어,0.5898635248939423,0.0005102625647871473,0.5893532623291552
226,던스,0.5884140395763997,0.0005090086847546711,0.587905030891645
227,레지,0.5884140395763997,0.0005090086847546711,0.587905030891645
228,보관함,0.5882353598871207,0.0008145547934576293,0.5874208050936631
229,비앤비,0.5893036021277688,0.001998440247234783,0.5873051618805339
230,감자,0.5881847413938845,0.0012513604951678364,0.5869333808987167
231,환전,0.5866157340383003,0.0005074530571265573,0.5861082809811737
232,완전,0.5868548327698001,0.002060528549545035,0.584794304220255
233,야시장,0.5867862046651761,0.002161512264530011,0.5846246924006461
234,사유,0.583982476337558,0.0006923714566082383,0.5832901048809497
235,삼덕,0.5844593386328394,0.0017127419068752063,0.5827465967259642
236,진아,0.5828109302308068,0.000504161704351909,0.5823067685264549
237,선수,0.582901839897029,0.0007019601440936617,0.5821998797529354
238,근대,0.5884646371582305,0.006490362870729789,0.5819742742875007
239,동화사,0.5821407479892138,0.0015757613416829902,0.5805649866475308
240,페스티벌,0.583422171262156,0.0032037221724251982,0.5802184490897309
241,윤옥,0.5804350864648631,0.0005021064761806775,0.5799329799886824
242,수아,0.5783831147416658,0.0005003314141363892,0.5778827833275294
243,명장,0.5777207588901331,0.0004997584419464819,0.5772210004481866
244,국밥,0.5803201874470987,0.003406222840615266,0.5769139646064834
245,탈출,0.5760490985351259,0.0015112187096873086,0.5745378798254386
246,안마,0.5739048471937266,0.0007784935418062134,0.5731263536519203
247,송해,0.5748691527598812,0.0021749321835212994,0.5726942205763599
248,남매,0.5728373581599864,0.0004955340468511993,0.5723418241131352
249,습지,0.572722193960949,0.000675972602947388,0.5720462213580016
250,참여,0.5736196563922896,0.0021162428794781673,0.5715034135128114
251,농원,0.5716705785111216,0.0004945247218954339,0.5711760537892261
252,동양,0.5714538059778305,0.0004943372024029675,0.5709594687754275
253,횟수,0.5714543467851958,0.000713820105515908,0.5707405266796799
254,당일,0.5769009566195776,0.006288515222933262,0.5706124413966444
255,사찰,0.5713022294063498,0.001501377457382714,0.569800851948967
256,빌리언,0.5702406593799073,0.0004932877676296776,0.5697473716122776
257,땡초,0.5687046688183569,0.000491959056071243,0.5682127097622857
258,이용권,0.568556681654612,0.0006234447806301711,0.5679332368739819
259,카스테라,0.568679349664805,0.000800265786916867,0.5678790838778882
260,직관,0.5705212837186433,0.002766098557828434,0.5677551851608149
261,화본역,0.5682116520337223,0.0006273759637877793,0.5675842760699344
262,북성로,0.5678229742478886,0.0013537994350832276,0.5664691748128055
263,인터,0.570758266974309,0.0045814890121282145,0.5661767779621808
264,아이슬란드,0.5666363598149179,0.0004901698614315898,0.5661461899534863
265,수영,0.5672556227256159,0.0013303370637160997,0.5659252856618998
266,삼겹살,0.5669631738736588,0.001654174299403632,0.5653089995742552
267,일상,0.5726542012350694,0.0075580808915845996,0.5650961203434848
268,미술,0.5663056161897789,0.0015112716529105735,0.5647943445368684
269,불빛,0.565170098758032,0.0007075929614924789,0.5644625057965396
270,포장,0.5666022772708575,0.0024671071212858807,0.5641351701495717
271,장애,0.5641546426167233,0.0005444654009611257,0.5636101772157622
272,터리,0.5637181032507381,0.0004876454180369707,0.5632304578327012
273,홀란드,0.5635682723303282,0.0004875158065141248,0.5630807565238142
274,작가,0.564634173660189,0.0018544997683590798,0.5627796738918299
275,육회,0.5643654473982858,0.0019316617799632104,0.5624337856183226
276,영어,0.5629365127207869,0.0009279192528640842,0.5620085934679229
277,리치,0.5624294331546251,0.0004865306515178418,0.5619429025031073
278,준영,0.5620265748688004,0.0004861821581910038,0.5615403927106094
279,아리아,0.561486028299016,0.0009249136627874859,0.5605611146362285
280,기그,0.5607385713086455,0.00048506796826007395,0.5602535033403854
281,리우,0.5599111548398207,0.00048435221006904903,0.5594268026297516
282,예술,0.5612911009251929,0.00198276892331441,0.5593083320018785
283,상실,0.5602263872961549,0.0012704146225096956,0.5589559726736453
284,회사,0.5597917224199076,0.0016763801544037776,0.5581153422655039
285,국수,0.5597033568409471,0.0015898450695817352,0.5581135117713654
286,예진,0.5584331349938652,0.00048307364618846465,0.5579500613476767
287,두피,0.5581264433761981,0.0004828083420209326,0.5576436350341771
288,수플레,0.5580317308537712,0.0006921047333450971,0.5573396261204261
289,우동,0.5605849399599572,0.003433177869972114,0.5571517620899851
290,역점,0.5573535314999863,0.0012244031213753414,0.556129128378611
291,통닭,0.5579778341201623,0.0019515752400844143,0.556026258880078
292,부모,0.5575126963639991,0.0018089490578482616,0.5557037473061509
293,낙영,0.555893141811695,0.0010226319277957363,0.5548705098838993
294,고분군,0.5551362269215631,0.0006752671379897064,0.5544609597835733
295,수준,0.5543007828960792,0.0006673960439106623,0.5536333868521686
296,벤트,0.5551282496111964,0.0018304848598589827,0.5532977647513375
297,옥수수빵,0.554221381535662,0.0009299931283430862,0.553291388407319
298,도마,0.5536242464799201,0.0004789137080276126,0.5531453327718925
299,러버,0.5538113624073174,0.0006673408131505114,0.5531440215941669
300,주말,0.5592244899448052,0.0064242867260941965,0.552800203218711
301,미라보,0.5532434020319843,0.0006665017288668761,0.5525769003031175
302,중화,0.5547655556908667,0.0023314685661339255,0.5524340871247327
303,감영,0.55518225954871,0.0027685898422512784,0.5524136697064588
304,퓨전,0.5524754970648942,0.00047791998015994305,0.5519975770847343
305,케이스,0.5530257681006269,0.0013149291771722565,0.5517108389234546
306,동물원,0.5520737784929555,0.00128726475725382,0.5507865137357016
307,벅스,0.5540383185544369,0.003344981028270274,0.5506933375261666
308,인썸니아,0.5517766169706091,0.0011200744896386718,0.5506565424809704
309,낭만,0.552004756996101,0.0015577226662876966,0.5504470343298132
310,일관,0.5498289843560195,0.0004756306093045151,0.5493533537467149
311,덩크,0.5498974593639901,0.0006628861478075741,0.5492345732161825
312,슬램,0.5498974593639901,0.0006628861478075741,0.5492345732161825
313,등골,0.5495720367093133,0.0006372184147252592,0.548934818294588
314,단막,0.5490638548692823,0.00047496873258588435,0.5485888861366964
315,계란찜,0.5490986113900296,0.001054400656184657,0.5480442107338449
316,핑크,0.548841146363402,0.00127708559914141,0.5475640607642606
317,체리쉬,0.5473978808828494,0.0004735275786183818,0.546924353304231
318,숯불,0.5467553648182644,0.00047297176887393114,0.5462823930493904
319,차방,0.5462944508384483,0.00047257305435851926,0.5458218777840897
320,따님,0.5459813945315428,0.0004723022444044488,0.5455090922871384
321,커피,0.5548663339706479,0.010717996771063398,0.5441483371995844
322,분식,0.5460172168390673,0.0018887703137215506,0.5441284465253458
323,아르,0.5445841121154938,0.001067581579880335,0.5435165305356136
324,변경,0.5439242766270987,0.0004705227306462792,0.5434537538964525
325,송중기,0.5437960394659926,0.0004704117988460144,0.5433256276671466
326,이마트,0.5443761383532388,0.0016324767176918037,0.542743661635547
327,수봉,0.5437973900162015,0.001232993613711524,0.54256439640249
328,쿠폰,0.5438194698324944,0.0014933123055172538,0.5423261575269771
329,복사,0.5418223676995509,0.00046870447032833126,0.5413536632292226
330,출석,0.5418223676995509,0.00046870447032833126,0.5413536632292226
331,명신,0.5418268505481869,0.0008102097548898079,0.5410166407932971
332,프로방스,0.5417926830517605,0.000795480811082769,0.5409972022406778
333,찹쌀,0.5413842395249276,0.0007082347841174966,0.5406760047408101
334,숙소,0.5545261439576618,0.01686281532215584,0.5376633286355059
335,식사,0.5435925767121312,0.006267161518895275,0.537325415193236
336,현대,0.5436930375049082,0.006623792677807681,0.5370692448271005
337,크로,0.5374124497205522,0.0006647534763057699,0.5367476962442465
338,경탄성,0.537935037260821,0.0012977800998589387,0.5366372571609621
339,위생,0.5370366137950696,0.00046456454480542353,0.5365720492502642
340,정취,0.5371790589321734,0.0013286085618782388,0.5358504503702952
341,네이처,0.5367980239788788,0.0009678665834924381,0.5358301573953863
342,파스타,0.5373925004123635,0.0019691648240520434,0.5354233355883115
343,챔피언,0.5355896229332363,0.0006223794962918089,0.5349672434369445
344,몬도,0.5353868958403395,0.0009869000124998405,0.5343999958278397
345,부동산,0.5351462125766623,0.0008080436212930882,0.5343381689553692
346,이색,0.5368754353466991,0.002660544556196291,0.5342148907905029
347,아크,0.5350770380334732,0.0009572344985066479,0.5341198035349666
348,아리조나,0.5348852729666467,0.0009459883093989701,0.5339392846572477
349,헤이,0.5349495830576899,0.001017147935231177,0.5339324351224587
350,국내,0.5403507132288404,0.006650877274297809,0.5336998359545426
351,여름,0.5420530898458221,0.009227625779459557,0.5328254640663626
352,역사관,0.5345342597071491,0.0023663391821294503,0.5321679205250196
353,라운지,0.5336007468919276,0.0019783527381692944,0.5316223941537583
354,하우스,0.534470311266127,0.002990927980462458,0.5314793832856646
355,단풍,0.5327994088080817,0.0013297493302385898,0.5314696594778432
356,토스트,0.5326965815800712,0.0012339276861631906,0.531462653893908
357,아스타,0.5319058339447326,0.00046012615393142955,0.5314457077908011
358,국화,0.5319058339447326,0.00046012615393142955,0.5314457077908011
359,불로동,0.5321738473142997,0.0008180071262232463,0.5313558401880765
360,리젠트,0.533221359995918,0.0019269073718550112,0.531294452624063
361,엘디스,0.533221359995918,0.0019269073718550112,0.531294452624063
362,기상,0.5336759933069766,0.002643680364147619,0.5310323129428289
363,동촌,0.5320693585415393,0.0011900260476559693,0.5308793324938833
364,골목,0.5373756416913544,0.006855718009438974,0.5305199236819155
365,모텔,0.532190820518792,0.0023636818455726283,0.5298271386732193
366,여름휴가,0.5304301278244298,0.0006320160508186149,0.5297981117736111
367,이월드,0.536334184377491,0.006717450135405516,0.5296167342420856
368,전시,0.5331907282330683,0.004083114157790022,0.5291076140752783
369,메리어,0.5324790773508724,0.003513855144759942,0.5289652222061124
370,취소,0.5303693859268307,0.0020406027225081374,0.5283287832043225
371,완벽,0.5322783339868645,0.0041565166500086275,0.5281218173368559
372,눈꽃,0.5284281533615869,0.00045711777972455613,0.5279710355818623
373,바위,0.5291177617540083,0.001477715864287542,0.5276400458897207
374,이모티콘,0.5280688314727343,0.0004568069476407736,0.5276120245250936
375,면옥,0.5283523583645503,0.0010703496215841032,0.5272820087429662
376,상황,0.526989845276368,0.000556198015577453,0.5264336472607906
377,산책,0.5319234393567656,0.005700365998055806,0.5262230733587098
378,물품,0.5270810381656856,0.0012537531956878529,0.5258272849699978
379,미래,0.5264143044472722,0.000805837793053695,0.5256084666542186
380,경기도,0.5264405385245744,0.0011434517100633549,0.525297086814511
381,삼송,0.5278296590036359,0.0029537880515925156,0.5248758709520434
382,공방,0.5253161197338044,0.00045442570911228755,0.5248616940246922
383,지원금,0.5257783390748426,0.0010254604502668802,0.5247528786245758
384,디저트,0.5303427384501938,0.005897763947444693,0.5244449745027491
385,크레이지,0.5248817319482992,0.0006574507944781319,0.5242242811538211
386,수영장,0.5266082197164862,0.0023887613505217836,0.5242194583659644
387,알파,0.5244417561208179,0.00045366933920485975,0.523988086781613
388,힐링,0.5276137073528943,0.0038409866980268796,0.5237727206548674
389,웨이팅,0.5308375079369119,0.007280957203155164,0.5235565507337567
390,동아,0.5251285415699285,0.001929388858338556,0.5231991527115899
391,기술,0.5233156425864598,0.0006441619797689766,0.5226714806066908
392,정보,0.5302186876031482,0.008294930698574869,0.5219237569045733
393,머리,0.522253948617764,0.0006397396223087666,0.5216142089954552
394,그랜드,0.5231053282406953,0.0015499633055930388,0.5215553649351022
395,신전,0.5206278391861836,0.0006884876462837803,0.5199393515398998
396,된장,0.5206967326748947,0.0007990275975670487,0.5198977050773277
397,강아지,0.5201306065504094,0.0013849546313561294,0.5187456519190533
398,랜드,0.5216436466988847,0.0034243125847460017,0.5182193341141388
399,방천,0.5188452330801768,0.0010290569002516983,0.5178161761799251
400,부이,0.5180197682994918,0.0004481139864182455,0.5175716543130736
401,신기동,0.5175554652823331,0.0004477123402096307,0.5171077529421234
402,월성동,0.5175554652823331,0.0004477123402096307,0.5171077529421234
403,바이크,0.5171864832575261,0.00044739315160685655,0.5167390901059192
404,명소,0.5240642035924062,0.007974750038950127,0.5160894535534561
405,현풍,0.5179964895442376,0.0020999120840544186,0.5158965774601831
406,포스팅,0.5206236182248587,0.005134986064906593,0.5154886321599521
407,보살,0.5157194530275521,0.0004461240943144914,0.5152733289332376
408,선녀,0.5157194530275521,0.0004461240943144914,0.5152733289332376
409,평가,0.5157035635710773,0.00044611034910992846,0.5152574532219674
410,동인동,0.5164488746393882,0.0015404527145944048,0.5149084219247938
411,공산,0.5200590116356629,0.005641658643448335,0.5144173529922146
412,송정,0.5137697459260595,0.00044443749647583,0.5133253084295837
413,후회,0.515045585616584,0.001905923907641087,0.5131396617089429
414,야경,0.5170669287632138,0.003966993249290432,0.5130999355139234
415,모던,0.5138910258392768,0.0009332394670313797,0.5129577863722454
416,구마,0.5138910258392768,0.000991338552962963,0.5128996872863139
417,포크,0.5134357593604998,0.00078099148681509,0.5126547678736847
418,덤프,0.5179620535709663,0.0054429875364035004,0.5125190660345628
